Order in file, Clean Question, Tagged Elements, Full Question
"3","When was the last state added before Alaska?","['<ENAMEX TYPE=""LOCATION"">Alaska</ENAMEX>']","3. When was the last state added before <ENAMEX TYPE=""LOCATION"">Alaska</ENAMEX>?"
"4","Where is Hawaii?","['<ENAMEX TYPE=""LOCATION"">Hawaii</ENAMEX>']","4. Where is <ENAMEX TYPE=""LOCATION"">Hawaii</ENAMEX>?"
"5","Why is it better to be a state than a territory?","[]","5. Why is it better to be a state than a territory?"
"1","Who is about to receive a shipment of hula hoops?","[]","1. Who is about to receive a shipment of hula hoops?"
"2","What company has sold 30 million hula hoops?","[]","2.  What company has sold 30 million hula hoops?"
"3","When will hula hoops be sent to the South Pole?","['<ENAMEX TYPE=""LOCATION"">South Pole</ENAMEX>']","3.  When will hula hoops be sent to the <ENAMEX TYPE=""LOCATION"">South Pole</ENAMEX>?"
"4","Where did the hula hoop start?","[]","4.  Where did the hula hoop start?"
"5","Why do you think the price of hula hoops has dropped so much?","[]","5.  Why do you think the price of hula hoops has dropped so much?"
"1","Who played in the first World Series?","[]","1. Who played in the first World Series?"
"2","What are the names of the two baseball leagues?","[]","2.  What are the names of the two baseball leagues?"
"3","When was the turning point for Boston?","['<ENAMEX TYPE=""ORGANIZATION"">Boston</ENAMEX>']","3.  When was the turning point for <ENAMEX TYPE=""ORGANIZATION"">Boston</ENAMEX>?"
"4","Where was the final World Series game played?","[]","4.  Where was the final World Series game played?"
"5","Why is Cy Young the hero of the Boston team?","['<ENAMEX TYPE=""PERSON"">Cy Young</ENAMEX>', '<ENAMEX TYPE=""ORGANIZATION"">Boston</ENAMEX>']","5.  Why is <ENAMEX TYPE=""PERSON"">Cy Young</ENAMEX> the hero of the <ENAMEX TYPE=""ORGANIZATION"">Boston</ENAMEX> team?"
"1","Who says they flew in a heavier-than-air machine?","[]","1. Who says they flew in a heavier-than-air machine?"
"2","What did they use to control the machine?","[]","2.  What did they use to control the machine?"
"3","When did they say they first flew this machine?","[]","3.  When did they say they first flew this machine?"
"4","Where do they live?","[]","4.  Where do they live?"
"5","Why is this claim hard to believe?","[]","5.  Why is this claim hard to believe?"
"1","Who drove the first New York subway?","['<ENAMEX TYPE=""LOCATION"">New York</ENAMEX>']","1.  Who drove the first <ENAMEX TYPE=""LOCATION"">New York</ENAMEX> subway?"
"2","What is a subway?","[]","2.  What is a subway?"
"3","When was the world's first subway built?","[]","3.  When was the world's first subway built?"
"4","Where is another city in the United States with a subway?","['<ENAMEX TYPE=""LOCATION"">United States</ENAMEX>']","4.  Where is another city in the <ENAMEX TYPE=""LOCATION"">United States</ENAMEX> with a subway?"
"5","Why is the subway useful?","[]","5. Why is the subway useful?"
"1","Who heads the team that found the cause of yellow fever?","[]","1. Who heads the team that found the cause of yellow fever?"
"2","What carries the yellow fever disease?","[]","2. What carries the yellow fever disease?"
"3","When did the team find the cause for yellow fever?","[]","3. When did the team find the cause for yellow fever?"
"4","Where have many cases of the fever been reported?","[]","4. Where have many cases of the fever been reported?"
"5","Why did Dr. Lazear die?","['<ENAMEX TYPE=""PERSON"">Lazear</ENAMEX>']","5. Why did Dr. <ENAMEX TYPE=""PERSON"">Lazear</ENAMEX> die?"
"1","Who went into space and came back safely?","[]","1. Who went into space and came back safely?"
"2","What kind of animals are they?","[]","2. What kind of animals are they?"
"3","When did they safely land back on Earth?","['<ENAMEX TYPE=""LOCATION"">Earth</ENAMEX>']","3. When did they safely land back on <ENAMEX TYPE=""LOCATION"">Earth</ENAMEX>?"
"4","Where did scientists place small metal parts?","[]","4. Where did scientists place small metal parts?"
"5","Why are animals sent into space?","[]","5. Why are animals sent into space?"
"1","Who was a famous woman doctor?","[]","1. Who was a famous woman doctor?"
"2","What was she the first woman to do?","[]","2. What was she the first woman to do?"
"3","When did she die?","[]","3.  When did she die?"
"4","Where was her first job?","[]","4.  Where was her first job?"
"5","Why did she work without pay?","[]","5. Why did she work without pay?"
"1","Who was the 16th President of the United States?","['<ENAMEX TYPE=""LOCATION"">United States</ENAMEX>']","1. Who was the 16th President of the <ENAMEX TYPE=""LOCATION"">United States</ENAMEX>?"
"2","What happened to him on April 14, 1865?","['<TIMEX TYPE=""DATE"">April 14, 1865</TIMEX>']","2. What happened to him on <TIMEX TYPE=""DATE"">April 14, 1865</TIMEX>?"
"3","When was he born?","[]","3.  When was he born?"
"4","Where was he born?","[]","4.  Where was he born?"
"5","Why will Lincoln be remembered?","['<ENAMEX TYPE=""PERSON"">Lincoln</ENAMEX>']","5.  Why will <ENAMEX TYPE=""PERSON"">Lincoln</ENAMEX> be remembered?"
"1","Who is Chuck Yeager?","['<ENAMEX TYPE=""PERSON"">Chuck Yeager</ENAMEX>']","1. Who is <ENAMEX TYPE=""PERSON"">Chuck Yeager</ENAMEX>?"
"2","What did Jackie Cochran do?","['<ENAMEX TYPE=""PERSON"">Jackie Cochran</ENAMEX>']","2. What did <ENAMEX TYPE=""PERSON"">Jackie Cochran</ENAMEX> do?"
"3","When did Jackie pull her plane out of its steep dive?","['<ENAMEX TYPE=""PERSON"">Jackie</ENAMEX>']","3.  When did <ENAMEX TYPE=""PERSON"">Jackie</ENAMEX> pull her plane out of its steep dive?"
"4","Where did Yeager fly to coach Jackie?","['<ENAMEX TYPE=""PERSON"">Yeager</ENAMEX>', '<ENAMEX TYPE=""PERSON"">Jackie</ENAMEX>']","4.  Where did <ENAMEX TYPE=""PERSON"">Yeager</ENAMEX> fly to coach <ENAMEX TYPE=""PERSON"">Jackie</ENAMEX>?"
"5","How high did she take her plane?","[]","5.  How high did she take her plane?"
"1","Who built a new kind of store?","[]","1. Who built a new kind of store?"
"2","What kind of store is Stewart's?","['<ENAMEX TYPE=""ORGANIZATION"">Stewart\'s</ENAMEX>']","2.  What kind of store is <ENAMEX TYPE=""ORGANIZATION"">Stewart's</ENAMEX>?"
"3","When is a great time to shop at Stewart's?","['<ENAMEX TYPE=""ORGANIZATION"">Stewart\'s</ENAMEX>']","3.  When is a great time to shop at <ENAMEX TYPE=""ORGANIZATION"">Stewart's</ENAMEX>?"
"4","Where was this store built?","[]","4.  Where was this store built?"
"5","Why is this a new kind of store?","[]","5.  Why is this a new kind of store?"
"1","Who have become partners?","[]","1. Who have become partners?"
"2","What do they make?","[]","2. What do they make?"
"3","When do they think they can sell 1/2 million sewing machines a year?","[]","3. When do they think they can sell 1/2 million sewing machines a year?"
"4","Where did Howe take Singer when Howe got angry?","['<ENAMEX TYPE=""PERSON"">Howe</ENAMEX>', '<ENAMEX TYPE=""PERSON"">Singer</ENAMEX>', '<ENAMEX TYPE=""PERSON"">Howe</ENAMEX>']","4. Where did <ENAMEX TYPE=""PERSON"">Howe</ENAMEX> take <ENAMEX TYPE=""PERSON"">Singer</ENAMEX> when <ENAMEX TYPE=""PERSON"">Howe</ENAMEX> got angry?"
"5","Why is the sewing machine useful?","[]","5. Why is the sewing machine useful?"
"1","Who developed the first assembly line?","[]","1. Who developed the first assembly line?"
"2","What was another name for an automobile or car?","[]","2. What was another name for an automobile or car?"
"3","When did Ford make his first auto?","['<ENAMEX TYPE=""PERSON"">Ford</ENAMEX>']","3.  When did <ENAMEX TYPE=""PERSON"">Ford</ENAMEX> make his first auto?"
"4","Where are the parts when they move past the workers?","[]","4.  Where are the parts when they move past the workers?"
"5","Why does Ford think his company will make millions of cars a year?","['<ENAMEX TYPE=""PERSON"">Ford</ENAMEX>']","5.  Why does <ENAMEX TYPE=""PERSON"">Ford</ENAMEX> think his company will make millions of cars a year?"
"1","Who arranged for free mail delivery to all homes?","[]","1. Who arranged for free mail delivery to all homes?"
"2","What does ""RFD"" mean?","[]","2. What does ""RFD"" mean?"
"3","When were special stamps printed to honor Columbus?","['<ENAMEX TYPE=""PERSON"">Columbus</ENAMEX>']","3. When were special stamps printed to honor <ENAMEX TYPE=""PERSON"">Columbus</ENAMEX>?"
"4","Where has the post office delivered mail for free in the past?","[]","4. Where has the post office delivered mail for free in the past?"
"5","Why will free mail delivery make life easier for farmers?","[]","5. Why will free mail delivery make life easier for farmers?"
"1","Who became parents of quints on September 14?","[]","1.  Who became parents of quints on September 14?"
"2","What does ""quint"" mean?","[]","2.  What does ""quint"" mean?"
"3","When were the Dionne quints born?","[]","3.  When were the Dionne quints born?"
"4","Where do the Dionne quints live?","[]","4.  Where do the Dionne quints live?"
"5","Why do so few quints live?","[]","5.  Why do so few quints live?"
"1","Who are stockholders?","[]","1. Who are stockholders?"
"2","What is the stock market?","[]","2. What is the stock market?"
"3","When did the stock market crash?","[]","3.  When did the stock market crash?"
"4","Where is the stock market?","[]","4.  Where is the stock market?"
"5","Why did the stock market crash?","[]","5.  Why did the stock market crash?"
"1","Who received a surprise?","[]","1. Who received a surprise?"
"2","What did they hear?","[]","2. What did they hear?"
"3","When did the surprise happen?","[]","3. When did the surprise happen?"
"4","What is this method of sending voices and music called?","[]","4. What is this method of sending voices and music called?"
"5","Why were the sounds a surprise?","[]","5. Why were the sounds a surprise?"
"1","Who has a spacecraft named for him?","[]","1. Who has a spacecraft named for him?"
"2","What planet will Voyager 2 pass this year?","[]","2. What planet will Voyager 2 pass this year?"
"3","When will a huge telescope be sent into outer space?","[]","3.  When will a huge telescope be sent into outer space?"
"4","Where will Voyager 2 go after Neptune?","[]","4.  Where will Voyager 2 go after Neptune?"
"5","Why will the huge telescope take great photos?","[]","5. Why will the huge telescope take great photos?"
"1","Who is the youngest person to have her own art show in Washington, D.C.?","[]","1. Who is the youngest person to have her own art show in Washington, D.C.?"
"2","What does Wang like to paint?","[]","2.  What does Wang like to paint?"
"3","When did Wang begin to paint?","[]","3.  When did Wang begin to paint?"
"4","Where does Wang live?","[]","4.  Where does Wang live?"
"5","Why did Wang once get upset?","[]","5.  Why did Wang once get upset?"
"1","Who is the first woman mayor of El Paso, Texas?","[]","1. Who is the first woman mayor of El Paso, Texas?"
"2","What other cities in Texas have women mayors?","[]","2.  What other cities in Texas have women mayors?"
"3","When was Suzie Azar elected mayor?","[]","3.  When was Suzie Azar elected mayor?"
"4","Where did she serve for four years before becoming mayor?","[]","4.  Where did she serve for four years before becoming mayor?"
"5","Why have Texas women always been strong?","[]","5.  Why have Texas women always been strong?"
"1","Who is the new queen of tennis?","[]","1. Who is the new queen of tennis?"
"2","What is the name of the tournament she won?","[]","2. What is the name of the tournament she won?"
"3","When did Chris start playing tennis?","[]","3.  When did Chris start playing tennis?"
"4","Where does she live?","[]","4.  Where does she live?"
"5","Why do the crowds like to cheer for her?","[]","5.  Why do the crowds like to cheer for her?"
"1","Who makes Coke?","[]","1. Who makes Coke?"
"2","What is the old Coke called now?","[]","2. What is the old Coke called now?"
"3","When did Coca-Cola stop selling old Coke?","[]","3. When did Coca-Cola stop selling old Coke?"
"4","Where can you find Coke?","[]","4. Where can you find Coke?"
"5","Why did Coca-Cola bring back the old Coke?","[]","5. Why did Coca-Cola bring back the old Coke?"
"1","Who will have a smooth train ride?","[]","1. Who will have a smooth train ride?"
"2","What is the Orient Express?","[]","2.  What is the Orient Express?"
"3","When will the guests reach Romania?","[]","3.  When will the guests reach Romania?"
"4","Where will the second train take guests?","[]","4.  Where will the second train take guests?"
"5","Why is the train ride smooth?","[]","5.  Why is the train ride smooth?"
"1","Who found the Titanic?","[]","1. Who found the Titanic?"
"2","What was used to spot the ship?","[]","2. What was used to spot the ship?"
"3","When did the Titanic sink?","[]","3.  When did the Titanic sink?"
"4","Where was the ship found?","[]","4.  Where was the ship found?"
"5","Why is the location of the ship a secret?","[]","5. Why is the location of the ship a secret?"
"1","Who has won seven gold medals?","[]","1. Who has won seven gold medals?"
"2","What other big event did the United States win?","[]","2. What other big event did the United States win?"
"3","When was the last time the United States won the gold medal in a marathon?","[]","3. When was the last time the United States won the gold medal in a marathon?"
"4","Where were these Olympic games held?","[]","4. Where were these Olympic games held?"
"5","Why is the United States disappointed?","[]","5. Why is the United States disappointed?"
"1","Who gave 6,457 books to the new library?","[]","1. Who gave 6,457 books to the new library?"
"2","What is the name of our national library?","[]","2. What is the name of our national library?"
"3","When did this library burn down?","[]","3. When did this library burn down?"
"4","Where can this library be found?","[]","4. Where can this library be found?"
"5","Why were some early people called ""men of the written tablets""?","[]","5. Why were some early people called ""men of the written tablets""?"
"1","Who is a deaf and blind student who finished college?","[]","1. Who is a deaf and blind student who finished college?"
